use property
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (1, 'lift_chair', 'Decoration', '15x133x67', 'hallway', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (514, 'hat_stand', 'Decoration', '7x109x101', 'garage', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (515, 'lounger', 'For relaxing', '18x113x11', 'porch', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (516, 'console', 'For storage', '84x96x18', 'master bedroom', 'silver', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (517, 'easy_chair', 'Decoration', '80x89x102', 'closet', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (518, 'tuffet', 'Decoration', '16x57x117', 'closet', 'brown', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (519, 'hutch', 'For relaxing', '92x25x145', 'TV room', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (520, 'lamp', 'For use', '66x122x128', 'laundry', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (521, 'file_cabinet', 'For relaxing', '85x136x63', 'living room', 'purple', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (522, 'drapery', 'For working', '9x48x103', 'sun room', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (523, 'card_table', 'For storage', '21x25x136', 'office', 'pink', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (524, 'desk', 'For storage', '4x114x198', 'playroom', 'yellow', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (525, 'park_bench', 'For working', '74x73x178', 'staircase', 'silver', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (526, 'rug', 'For relaxing', '36x2x35', 'office', 'red', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (527, 'desk_chair', 'For use', '79x83x156', 'closet', 'yellow', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (528, 'lamp', 'For storage', '19x38x198', 'staircase', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (529, 'lamp', 'Decoration', '54x108x4', 'playroom', 'pink', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (530, 'stool', 'For use', '89x81x121', 'bedroom', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (531, 'tea_cart', 'For storage', '88x99x158', 'bedroom', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (532, 'tuffet', 'For working', '30x102x155', 'attic', 'yellow', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (533, 'window_shades', 'For working', '99x63x118', 'office', 'orange', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (534, 'cushion', 'For relaxing', '71x129x20', 'den', 'white', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (535, 'rack', 'For storage', '90x89x32', 'hall', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (536, 'lift_chair', 'For relaxing', '94x106x91', 'master bedroom', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (537, 'porch_swing', 'For relaxing', '77x89x36', 'front yard', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (538, 'dresser', 'For relaxing', '95x145x17', 'study', 'gold', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (539, 'nightstand', 'For use', '12x13x124', 'staircase', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (540, 'end_table', 'For relaxing', '11x56x138', 'playroom', 'orange', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (541, 'bed', 'For storage', '39x64x200', 'staircase', 'blue', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (542, 'desk_chair', 'Decoration', '61x15x130', 'front yard', 'green', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (543, 'dining_room_table', 'Decoration', '9x144x161', 'living room', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (544, 'porch_swing', 'For relaxing', '57x109x187', 'dining room', 'brown', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (545, 'easel', 'For storage', '47x112x129', 'staircase', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (546, 'sofabed', 'For working', '81x36x38', 'pantry', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (547, 'rack', 'Decoration', '13x149x149', 'basement', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (548, 'chair', 'Decoration', '28x97x165', 'playroom', 'gold', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (549, 'ottoman', 'For use', '35x71x17', 'office', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (550, 'patio_table', 'For use', '6x86x155', 'den', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (551, 'sconce', 'For storage', '91x117x28', 'TV room', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (552, 'carpet', 'For storage', '89x22x153', 'front yard', 'yellow', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (553, 'writing_desk', 'For relaxing', '9x36x172', 'bedroom', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (554, 'ladderback_chair', 'For use', '92x65x86', 'attic', 'gray', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (555, 'highchair', 'For storage', '85x78x35', 'workshop', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (556, 'headboard', 'For working', '35x118x109', 'den', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (557, 'hope_chest', 'Decoration', '56x49x90', 'basement', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (558, 'Windsor_chair', 'Decoration', '52x23x6', 'closet', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (559, 'display_cabinet', 'For storage', '4x32x43', 'hall', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (560, 'throne', 'For working', '9x78x175', 'workshop', 'white', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (561, 'table', 'Decoration', '67x112x48', 'basement', 'gold', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (562, 'curtains', 'Decoration', '52x103x17', 'master bedroom', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (563, 'porch_swing', 'For relaxing', '29x117x89', 'porch', 'brown', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (564, 'file_cabinet', 'Decoration', '8x27x143', 'hall', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (565, 'shoji_screen', 'For use', '84x139x158', 'bathroom', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (566, 'tea_cart', 'For working', '68x89x8', 'study', 'white', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (567, 'four-poster_bed', 'For use', '68x60x7', 'dining room', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (568, 'patio_chair', 'For working', '33x113x142', 'den', 'blue', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (569, 'folding_chair', 'For storage', '59x26x6', 'hallway', 'yellow', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (570, 'clothes_valet', 'For working', '4x46x84', 'patio', 'silver', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (571, 'file_cabinet', 'For use', '85x4x179', 'attic', 'gray', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (572, 'cot', 'For relaxing', '97x140x20', 'attic', 'orange', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (573, 'shoji_screen', 'Decoration', '6x62x110', 'bathroom', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (574, 'desk', 'For relaxing', '76x66x192', 'office', 'blue', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (575, 'lounger', 'For use', '82x12x56', 'hall', 'gray', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (576, 'cushion', 'For working', '53x75x142', 'cellar', 'brown', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (577, 'china_cabinet', 'For working', '24x108x32', 'bedroom', 'blue', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (578, 'footrest', 'For working', '82x85x130', 'study', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (579, 'game_table', 'Decoration', '61x52x141', 'TV room', 'pink', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (580, 'footstool', 'Decoration', '5x25x152', 'master bedroom', 'orange', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (581, 'rocking_chair', 'For storage', '18x88x130', 'porch', 'orange', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (582, 'garden_bench', 'For relaxing', '97x71x77', 'closet', 'green', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (583, 'captains_chair', 'For use', '34x7x68', 'front yard', 'purple', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (584, 'clothes_valet', 'For working', '24x73x136', 'staircase', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (585, 'couch', 'For use', '35x86x180', 'laundry', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (586, 'recliner', 'For storage', '67x109x10', 'den', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (587, 'footrest', 'For storage', '41x141x22', 'playroom', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (588, 'four-poster_bed', 'For storage', '9x8x2', 'office', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (589, 'window_shades', 'For use', '98x125x174', 'study', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (590, 'cabinet', 'For use', '91x100x47', 'hall', 'gray', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (591, 'throw_rug', 'For use', '13x19x56', 'laundry', 'blue', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (592, 'chaise_lounge', 'Decoration', '6x14x10', 'closet', 'orange', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (593, 'desk_chair', 'For relaxing', '21x59x162', 'closet', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (594, 'hall_tree', 'Decoration', '44x128x117', 'master bedroom', 'purple', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (595, 'bed', 'Decoration', '63x25x127', 'garage', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (596, 'couch', 'For use', '74x85x145', 'master bedroom', 'orange', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (597, 'futon', 'For storage', '83x116x12', 'attic', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (598, 'drapery', 'For storage', '19x72x169', 'staircase', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (599, 'writing_desk', 'For working', '61x49x62', 'staircase', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (600, 'chest_of_drawers', 'For use', '20x112x176', 'dining room', 'red', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (601, 'clothes_valet', 'Decoration', '16x142x16', 'bedroom', 'white', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (602, 'easel', 'For use', '85x14x12', 'dining room', 'white', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (603, 'gateleg_table', 'Decoration', '47x32x61', 'garage', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (604, 'pew', 'For storage', '7x113x189', 'porch', 'yellow', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (605, 'rocking_chair', 'For storage', '91x83x19', 'den', 'orange', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (606, 'four-poster_bed', 'For storage', '77x26x139', 'bathroom', 'gray', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (607, 'cushion', 'Decoration', '59x79x165', 'den', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (608, 'sofabed', 'For working', '40x69x128', 'staircase', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (609, 'chest_of_drawers', 'For relaxing', '64x124x92', 'garage', 'yellow', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (610, 'hutch', 'For relaxing', '13x108x128', 'kitchen', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (611, 'sofa', 'For use', '12x1x144', 'laundry', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (612, 'writing_desk', 'Decoration', '4x18x107', 'kitchen', 'pink', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (613, 'chaise_lounge', 'For storage', '7x113x176', 'pantry', 'orange', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (614, 'bed', 'For relaxing', '7x16x50', 'sun room', 'white', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (615, 'grandfather_clock', 'Decoration', '56x114x175', 'sun room', 'purple', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (616, 'canopy_bed', 'For use', '3x54x173', 'kitchen', 'purple', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (617, 'sleeper_sofa', 'Decoration', '93x116x53', 'dining room', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (618, 'screen', 'For storage', '43x1x175', 'sun room', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (619, 'directors_chair', 'For working', '85x68x140', 'staircase', 'orange', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (620, 'light', 'For storage', '68x130x117', 'attic', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (621, 'cabinet', 'For relaxing', '19x76x33', 'living room', 'red', 'yes', 8);
